Pclass,Sex,Age,SibSp,Parch,Fare,FamilySize,IsAlone,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare
3,0,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,-0.7890040358414437,-0.5609748304808925,1,0,1,0,1,0,0
2,1,1.2018099353148226,-0.47454519624983954,-0.4736736092984604,-0.515229485585116,-0.5609748304808925,1,0,1,0,0,1,0
3,0,-0.48888661775358344,-0.47454519624983954,-0.4736736092984604,-0.7890040358414437,-0.5609748304808925,1,0,1,0,1,0,0
3,0,0.9712604053509489,-0.47454519624983954,0.7676298785983874,-0.7641678448863892,0.059159876663617626,0,0,1,0,1,0,0
1,1,0.7407108753870755,0.4327933656785018,0.7676298785983874,2.0316232164746784,0.6792945838081278,0,0,0,1,0,0,0
3,0,-1.0268355210026217,-0.47454519624983954,-0.4736736092984604,-0.7814711077429595,-0.5609748304808925,1,0,1,0,1,0,0
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.7890040358414437,-0.5609748304808925,1,0,1,0,1,0,0
2,0,2.8156566450619374,-0.47454519624983954,-0.4736736092984604,-0.661784506956406,-0.5609748304808925,1,0,1,0,1,0,0
1,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,0.12228485737999564,-0.5609748304808925,1,0,1,0,1,0,0
2,0,1.6629089952425695,-0.47454519624983954,-0.4736736092984604,-0.5628598675307852,-0.5609748304808925,1,0,1,0,0,0,1
2,0,1.3555096219574048,-0.47454519624983954,-0.4736736092984604,-0.44195197489947097,-0.5609748304808925,1,0,1,0,1,0,0
3,0,-0.8731358343600393,-0.47454519624983954,-0.4736736092984604,-0.7814711077429595,-0.5609748304808925,1,0,1,0,1,0,0
2,0,0.5101613454232019,-0.47454519624983954,-0.4736736092984604,-0.539655322480331,-0.5609748304808925,1,0,1,0,1,0,0
2,1,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,-0.539655322480331,-0.5609748304808925,1,0,1,1,0,0,0
2,1,-0.5657364610748746,0.4327933656785018,0.7676298785983874,0.24197145816654914,0.6792945838081278,0,0,1,0,0,1,0
3,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.7961266098800885,-0.5609748304808925,1,1,0,1,0,0,0
2,0,-0.33518693111100106,-0.47454519624983954,-0.4736736092984604,-0.539655322480331,-0.5609748304808925,1,0,1,0,1,0,0
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.8215685615901446,-0.5609748304808925,1,0,0,0,1,0,0
2,1,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,-0.539655322480331,-0.5609748304808925,1,0,1,0,0,1,0
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.7949053180353277,-0.5609748304808925,1,0,1,0,1,0,0
3,1,-0.7962859910387481,0.4327933656785018,-0.4736736092984604,-0.7910362654711258,0.059159876663617626,0,0,1,1,0,0,0
1,0,1.7397588385638607,-0.47454519624983954,-0.4736736092984604,0.3152489688521941,-0.5609748304808925,1,0,1,0,0,0,1
1,0,3.1999058616683933,-0.47454519624983954,-0.4736736092984604,0.5181885921123986,-0.5609748304808925,1,0,0,0,1,0,0
3,0,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,-0.7875775669667633,-0.5609748304808925,1,0,1,0,1,0,0
3,0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,-0.8010117772591314,-0.5609748304808925,1,0,1,0,1,0,0
3,0,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,-0.417526138004256,0.059159876663617626,0,1,0,0,1,0,0
3,1,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,-0.6941487408425658,-0.5609748304808925,1,0,1,1,0,0,0
1,0,1.5860591519212783,0.4327933656785018,-0.4736736092984604,1.5560814831291163,0.059159876663617626,0,0,1,0,1,0,0
3,0,-1.949033640858116,2.2474704895351842,2.0089333664952354,0.18823461699707605,2.5396987052416584,0,0,1,0,0,0,0
1,1,0.5101613454232019,0.4327933656785018,2.0089333664952354,2.0316232164746784,1.299429290952638,0,0,1,0,0,1,0
1,0,-0.7962859910387481,0.4327933656785018,-0.4736736092984604,1.4192967965159125,0.059159876663617626,0,0,1,0,1,0,0
1,1,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,0.33967480574740916,-0.5609748304808925,1,0,0,1,0,0,0
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,1.5851873103734548,-0.5609748304808925,1,0,1,0,1,0,0
3,0,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,-0.8205524467753036,-0.5609748304808925,1,0,1,0,1,0,0
3,0,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,-0.7814711077429595,-0.5609748304808925,1,0,1,0,1,0,0
2,0,0.04906228549545483,0.4327933656785018,-0.4736736092984604,-0.002286910785600916,0.059159876663617626,0,0,0,0,1,0,0
2,1,-0.8731358343600393,-0.47454519624983954,0.7676298785983874,-0.051138584576030925,0.059159876663617626,0,0,1,1,0,0,0
3,0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,-1.1747270817559212,-0.5609748304808925,1,0,1,0,1,0,0
1,1,0.6638610320657843,-0.47454519624983954,-0.4736736092984604,2.0316232164746784,-0.5609748304808925,1,0,0,1,0,0,0
3,0,-1.4879345809303688,2.2474704895351842,2.0089333664952354,0.18823461699707605,2.5396987052416584,0,0,1,0,0,0,0
2,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-1.1747270817559212,-0.5609748304808925,1,0,1,0,1,0,0
3,1,-0.027787557825836348,0.4327933656785018,0.7676298785983874,-0.6636164447235471,0.6792945838081278,0,0,1,0,0,1,0
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.8174992171634017,-0.5609748304808925,1,0,1,0,1,0,0
3,0,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,-0.4004280521776055,0.059159876663617626,0,0,1,0,1,0,0
3,1,0.7407108753870755,0.4327933656785018,5.73284383018578,0.35310901603977735,3.1598334123861687,0,0,1,0,0,1,0
3,1,-2.1027333275006983,-0.47454519624983954,0.7676298785983874,-0.6636164447235471,0.059159876663617626,0,0,1,1,0,0,0
2,0,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,-0.661784506956406,-0.5609748304808925,1,0,1,0,1,0,0
3,0,-0.33518693111100106,-0.47454519624983954,-0.4736736092984604,-0.8217737386200644,-0.5609748304808925,1,0,0,0,1,0,0
3,0,-1.180535207645204,3.1548090514635256,0.7676298785983874,0.7640737218017698,2.5396987052416584,0,0,1,0,1,0,0
1,1,0.4333115021019107,0.4327933656785018,-0.4736736092984604,1.3655599553464393,0.059159876663617626,0,0,1,0,0,1,0
1,0,-0.9499856776813305,-0.47454519624983954,2.0089333664952354,2.0316232164746784,0.6792945838081278,0,0,0,0,1,0,0
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.7973479017248494,-0.5609748304808925,1,1,0,0,1,0,0
3,1,-0.8731358343600393,-0.47454519624983954,-0.4736736092984604,-0.8449782836705185,-0.5609748304808925,1,1,0,1,0,0,0
3,1,-0.48888661775358344,-0.47454519624983954,-0.4736736092984604,-0.8058969446381745,-0.5609748304808925,1,0,1,1,0,0,0
3,0,1.5860591519212783,-0.47454519624983954,-0.4736736092984604,-0.7814711077429595,-0.5609748304808925,1,0,1,0,1,0,0
1,1,-0.6425863043961658,1.340131927606843,2.0089333664952354,2.0316232164746784,1.9195639980971482,0,0,0,1,0,0,0
1,1,2.200857898491608,-0.47454519624983954,-0.4736736092984604,2.0316232164746784,-0.5609748304808925,1,0,0,1,0,0,0
2,1,-2.025883484179407,0.4327933656785018,2.0089333664952354,0.8564864331111263,1.299429290952638,0,0,0,1,0,0,0
2,1,-1.2573850509664952,-0.47454519624983954,0.7676298785983874,-0.22211944284253596,0.059159876663617626,0,0,1,1,0,0,0
2,0,2.1240080551703167,-0.47454519624983954,-0.4736736092984604,-0.5714089104441106,-0.5609748304808925,1,1,0,0,0,0,1
2,0,-1.0268355210026217,-0.47454519624983954,-0.4736736092984604,0.0954164367952591,-0.5609748304808925,1,0,1,0,1,0,0
3,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.7961266098800885,-0.5609748304808925,1,1,0,1,0,0,0
2,0,2.3545575851341902,0.4327933656785018,0.7676298785983874,0.7304881960708492,0.6792945838081278,0,0,1,0,1,0,0
1,0,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,2.0316232164746784,-0.5609748304808925,1,0,0,0,1,0,0
2,0,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,-0.539655322480331,-0.5609748304808925,1,0,1,0,1,0,0
3,0,-0.9499856776813305,-0.47454519624983954,-0.4736736092984604,-0.7515494575463212,-0.5609748304808925,1,0,1,0,1,0,0
3,0,-0.33518693111100106,-0.47454519624983954,-0.4736736092984604,-0.7890040358414437,-0.5609748304808925,1,0,1,0,1,0,0
3,0,-0.1814872444684187,-0.47454519624983954,-0.4736736092984604,-0.7515494575463212,-0.5609748304808925,1,0,1,0,1,0,0
3,0,0.5101613454232019,-0.47454519624983954,-0.4736736092984604,-1.1747270817559212,-0.5609748304808925,1,0,1,0,1,0,0
3,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.7814711077429595,-0.5609748304808925,1,0,1,0,0,1,0
3,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.8215685615901446,-0.5609748304808925,1,0,0,0,0,1,0
3,0,-0.027787557825836348,-0.47454519624983954,-0.4736736092984604,-0.7114520036991362,-0.5609748304808925,1,0,1,0,1,0,0
1,1,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,2.0316232164746784,-0.5609748304808925,1,0,0,1,0,0,0
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.7814711077429595,-0.5609748304808925,1,0,1,0,1,0,0
1,0,1.6629089952425695,-0.47454519624983954,0.7676298785983874,1.8237495741616405,0.059159876663617626,0,0,0,0,1,0,0
3,1,-1.0268355210026217,-0.47454519624983954,-0.4736736092984604,-0.7969424328323887,-0.5609748304808925,1,1,0,1,0,0,0
3,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.7961266098800885,-0.5609748304808925,1,1,0,1,0,0,0
3,1,-2.1795831708219895,-0.47454519624983954,2.0089333664952354,-0.4057186884491091,0.6792945838081278,0,0,0,1,0,0,0
3,0,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,-0.7938892032204868,-0.5609748304808925,1,0,1,0,1,0,0
3,1,-0.10463740114712752,0.4327933656785018,0.7676298785983874,-0.08248670364734986,0.6792945838081278,0,0,0,1,0,0,0
3,0,-1.7184841108942424,3.1548090514635256,0.7676298785983874,0.24807791739035287,2.5396987052416584,0,1,0,0,0,0,0
1,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,0.3152489688521941,-0.5609748304808925,1,0,1,0,1,0,0
3,0,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,-0.7961266098800885,0.059159876663617626,0,1,0,0,1,0,0
1,1,0.27961181545932834,0.4327933656785018,-0.4736736092984604,1.4192967965159125,0.059159876663617626,0,0,1,0,0,1,0
3,0,-1.7184841108942424,3.1548090514635256,0.7676298785983874,0.7640737218017698,2.5396987052416584,0,0,1,0,0,0,0
3,0,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,-0.7961266098800885,-0.5609748304808925,1,1,0,0,1,0,0
2,0,1.5860591519212783,-0.47454519624983954,-0.4736736092984604,-0.539655322480331,-0.5609748304808925,1,0,1,0,1,0,0
2,0,2.277707741812899,-0.47454519624983954,-0.4736736092984604,-0.515229485585116,-0.5609748304808925,1,0,1,0,1,0,0
1,0,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,2.0316232164746784,0.059159876663617626,0,0,0,0,1,0,0
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.7814711077429595,-0.5609748304808925,1,0,1,0,1,0,0
1,0,2.3545575851341902,-0.47454519624983954,-0.4736736092984604,0.12228485737999564,-0.5609748304808925,1,0,1,0,0,0,1
3,1,-0.9499856776813305,-0.47454519624983954,-0.4736736092984604,-0.46841492659174694,-0.5609748304808925,1,0,0,1,0,0,0
2,0,0.24118689379868277,0.4327933656785018,-0.4736736092984604,0.2942818304613415,0.059159876663617626,0,0,0,0,1,0,0
1,1,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,2.0316232164746784,-0.5609748304808925,1,0,1,1,0,0,0
3,0,-2.025883484179407,3.1548090514635256,2.0089333664952354,0.35860482934120075,3.1598334123861687,0,0,1,0,0,0,0
2,0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,-0.661784506956406,-0.5609748304808925,1,0,1,0,1,0,0
2,1,-0.41203677443229225,1.340131927606843,3.250236854392083,-0.25875819818535845,2.5396987052416584,0,0,1,0,0,1,0
1,1,-0.8731358343600393,-0.47454519624983954,2.0089333664952354,2.0316232164746784,0.6792945838081278,0,0,1,1,0,0,0
1,1,1.5092093085999871,-0.47454519624983954,-0.4736736092984604,0.09195773829089673,-0.5609748304808925,1,0,1,0,0,0,1
3,1,0.8944105620296577,-0.47454519624983954,2.0089333664952354,-0.18731262526685463,0.6792945838081278,0,0,1,0,0,1,0
3,0,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,-0.710636180746836,-0.5609748304808925,1,0,1,0,1,0,0
3,0,2.277707741812899,-0.47454519624983954,-0.4736736092984604,-0.8205524467753036,-0.5609748304808925,1,0,1,0,1,0,0
3,1,-1.949033640858116,-0.47454519624983954,0.7676298785983874,-0.5192988300118588,0.059159876663617626,0,0,0,1,0,0,0
3,1,-0.10463740114712752,-0.47454519624983954,2.0089333664952354,-0.42994423348178334,0.6792945838081278,0,0,0,0,0,1,0
3,0,1.6629089952425695,-0.47454519624983954,-0.4736736092984604,-0.7961266098800885,-0.5609748304808925,1,0,1,0,1,0,0
2,1,1.2018099353148226,0.4327933656785018,0.7676298785983874,0.1076293552428666,0.6792945838081278,0,0,1,0,0,1,0
3,0,-0.8731358343600393,0.4327933656785018,0.7676298785983874,-0.18731262526685463,0.6792945838081278,0,0,1,0,1,0,0
3,1,-0.10463740114712752,6.784163299176891,2.0089333664952354,2.0316232164746784,5.64037224096421,0,0,1,1,0,0,0
3,1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,-0.417526138004256,0.059159876663617626,0,1,0,1,0,0,0
2,0,-0.10463740114712752,-0.47454519624983954,0.7676298785983874,0.4373781533282692,0.059159876663617626,0,0,1,0,0,0,1
3,0,2.00873329018838,-0.47454519624983954,-0.4736736092984604,-0.7814711077429595,-0.5609748304808925,1,0,1,0,1,0,0
1,0,-0.41203677443229225,-0.47454519624983954,0.7676298785983874,2.0316232164746784,0.059159876663617626,0,0,0,0,1,0,0
1,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-1.1747270817559212,-0.5609748304808925,1,0,1,0,1,0,0
3,1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,-0.3882151337299979,0.059159876663617626,0,0,1,0,0,1,0
3,0,-0.10463740114712752,0.4327933656785018,2.0089333664952354,-0.029155331370337455,1.299429290952638,0,0,1,0,1,0,0
3,0,-0.10463740114712752,6.784163299176891,2.0089333664952354,2.0316232164746784,5.64037224096421,0,0,1,0,0,0,0
2,1,-0.027787557825836348,0.4327933656785018,-0.4736736092984604,0.0954164367952591,0.059159876663617626,0,0,1,0,0,1,0
1,1,2.200857898491608,-0.47454519624983954,0.7676298785983874,2.0316232164746784,0.059159876663617626,0,0,1,0,0,1,0
3,1,-0.2583370877897099,-0.47454519624983954,-0.4736736092984604,-0.7875775669667633,-0.5609748304808925,1,0,1,1,0,0,0
1,1,1.1249600919935314,-0.47454519624983954,0.7676298785983874,1.6576538832741783,0.059159876663617626,0,0,0,0,0,1,0
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.8217737386200644,-0.5609748304808925,1,0,0,0,1,0,0
3,0,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,-0.7662049596834501,-0.5609748304808925,1,0,1,0,1,0,0
2,0,-0.2583370877897099,-0.47454519624983954,-0.4736736092984604,-0.661784506956406,-0.5609748304808925,1,0,1,0,1,0,0
3,0,-1.0268355210026217,-0.47454519624983954,-0.4736736092984604,-0.7814711077429595,-0.5609748304808925,1,0,1,0,1,0,0
3,0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,-0.7949053180353277,-0.5609748304808925,1,0,1,0,1,0,0
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.7890040358414437,-0.5609748304808925,1,0,1,0,1,0,0
3,0,1.432359465278696,-0.47454519624983954,-0.4736736092984604,-0.7910362654711258,-0.5609748304808925,1,0,1,0,1,0,0
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.7961266098800885,-0.5609748304808925,1,1,0,0,1,0,0
3,0,-1.56478442425166,4.0621476133918675,2.0089333664952354,1.1164164190152461,3.779968119530679,0,0,1,0,0,0,0
1,1,0.4333115021019107,0.4327933656785018,-0.4736736092984604,2.0316232164746784,0.059159876663617626,0,0,1,0,0,1,0
3,0,-1.3342348942877864,0.4327933656785018,-0.4736736092984604,-0.6255512205060441,0.059159876663617626,0,0,0,0,0,0,0
3,1,0.12591212881674602,-0.47454519624983954,-0.4736736092984604,-0.7910362654711258,-0.5609748304808925,1,0,1,1,0,0,0
2,1,-0.1814872444684187,0.4327933656785018,-0.4736736092984604,-0.4977259308660049,0.059159876663617626,0,0,0,1,0,0,0
1,1,1.0481102486722402,-0.47454519624983954,0.7676298785983874,2.0316232164746784,0.059159876663617626,0,0,1,0,0,1,0
3,1,0.08748720715610042,-0.47454519624983954,-0.4736736092984604,-0.7961266098800885,-0.5609748304808925,1,1,0,1,0,0,0
3,0,0.35646165878061953,-0.47454519624983954,-0.4736736092984604,-0.7814711077429595,-0.5609748304808925,1,0,1,0,1,0,0
2,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-1.1747270817559212,-0.5609748304808925,1,0,1,0,1,0,0
2,0,-0.48888661775358344,-0.47454519624983954,-0.4736736092984604,-0.539655322480331,-0.5609748304808925,1,0,1,0,1,0,0
3,1,-0.41203677443229225,-0.47454519624983954,2.0089333664952354,-0.35890412945574,0.6792945838081278,0,0,1,0,0,1,0
2,0,0.7407108753870755,-0.47454519624983954,-0.4736736092984604,0.0954164367952591,-0.5609748304808925,1,0,1,0,1,0,0
2,1,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,-0.539655322480331,-0.5609748304808925,1,0,1,1,0,0,0
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.7922575573158865,-0.5609748304808925,1,1,0,0,1,0,0
3,1,-2.1987956316523123,1.340131927606843,0.7676298785983874,-0.23392689239768297,1.299429290952638,0,0,0,1,0,0,0
2,0,0.35646165878061953,-0.47454519624983954,-0.4736736092984604,-0.539655322480331,-0.5609748304808925,1,0,1,0,1,0,0
3,0,-0.48888661775358344,-0.47454519624983954,-0.4736736092984604,-0.7240703910392043,-0.5609748304808925,1,0,1,0,1,0,0
2,1,0.9712604053509489,0.4327933656785018,-0.4736736092984604,0.0954164367952591,0.059159876663617626,0,0,1,0,0,1,0
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.761524969334327,-0.5609748304808925,1,1,0,0,1,0,0
3,0,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,-0.7814711077429595,-0.5609748304808925,1,0,1,0,1,0,0
2,0,-2.192647644186609,-0.47454519624983954,2.0089333664952354,0.24197145816654914,0.6792945838081278,0,0,1,0,0,0,0
3,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.8058969446381745,-0.5609748304808925,1,0,1,1,0,0,0
2,0,1.7397588385638607,-0.47454519624983954,-0.4736736092984604,-0.515229485585116,-0.5609748304808925,1,0,1,0,1,0,0
3,0,-0.9499856776813305,0.4327933656785018,-0.4736736092984604,-0.8301176045034698,0.059159876663617626,0,0,1,0,1,0,0
1,0,1.5092093085999871,0.4327933656785018,-0.4736736092984604,2.0316232164746784,0.059159876663617626,0,0,0,0,1,0,0
3,0,1.1249600919935314,-0.47454519624983954,-0.4736736092984604,-0.7875775669667633,-0.5609748304808925,1,0,1,0,1,0,0
3,0,-1.7953339542155335,-0.47454519624983954,0.7676298785983874,-0.5653024512203068,0.059159876663617626,0,0,1,0,0,0,0
1,0,2.661956958419355,-0.47454519624983954,-0.4736736092984604,0.0954164367952591,-0.5609748304808925,1,0,1,0,1,0,0
3,1,-0.8731358343600393,-0.47454519624983954,-0.4736736092984604,-0.7949053180353277,-0.5609748304808925,1,0,1,1,0,0,0
3,0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,-0.466377811794686,-0.5609748304808925,1,0,1,0,1,0,0
3,0,-0.2583370877897099,0.4327933656785018,2.0089333664952354,-0.16960389351782373,1.299429290952638,0,0,1,0,1,0,0
2,0,1.0481102486722402,0.4327933656785018,0.7676298785983874,0.1076293552428666,0.6792945838081278,0,0,1,0,1,0,0
3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,0.005040840282963516,-0.5609748304808925,1,1,0,0,1,0,0
3,1,-0.48888661775358344,-0.47454519624983954,-0.4736736092984604,-0.7875775669667633,-0.5609748304808925,1,0,1,1,0,0,0
3,0,-1.0268355210026217,3.1548090514635256,0.7676298785983874,0.7640737218017698,2.5396987052416584,0,0,1,0,1,0,0
1,1,0.5101613454232019,-0.47454519624983954,2.0089333664952354,2.0316232164746784,0.6792945838081278,0,0,1,1,0,0,0
1,1,-0.5657364610748746,-0.47454519624983954,0.7676298785983874,1.5121149767177293,0.059159876663617626,0,0,1,1,0,0,0
3,0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,-0.7890040358414437,-0.5609748304808925,1,0,1,0,1,0,0
3,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.789814973626365,-0.5609748304808925,1,1,0,1,0,0,0
3,0,1.3555096219574048,-0.47454519624983954,-0.4736736092984604,-0.735062017642051,-0.5609748304808925,1,0,1,0,1,0,0
2,1,0.8175607187083667,-0.47454519624983954,-0.4736736092984604,-0.4053132195566485,-0.5609748304808925,1,0,1,0,0,1,0
3,1,-0.719436147717457,0.4327933656785018,-0.4736736092984604,-0.6947593867649463,0.059159876663617626,0,0,1,1,0,0,0
2,1,0.5101613454232019,0.4327933656785018,-0.4736736092984604,0.0954164367952591,0.059159876663617626,0,0,1,0,0,1,0
3,0,-0.8731358343600393,0.4327933656785018,0.7676298785983874,-0.7910362654711258,0.6792945838081278,0,0,1,0,1,0,0
2,0,-0.8731358343600393,-0.47454519624983954,-0.4736736092984604,-0.612932833165976,-0.5609748304808925,1,0,1,0,1,0,0
3,0,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,1.5851873103734548,-0.5609748304808925,1,0,1,0,1,0,0
3,0,0.27961181545932834,-0.47454519624983954,-0.4736736092984604,-0.7890040358414437,-0.5609748304808925,1,0,0,0,1,0,0
1,0,0.4333115021019107,-0.47454519624983954,-0.4736736092984604,0.12228485737999564,-0.5609748304808925,1,0,0,0,1,0,0
1,0,2.661956958419355,0.4327933656785018,4.491540342288931,2.0316232164746784,2.5396987052416584,0,0,1,0,1,0,0
1,0,1.7397588385638607,0.4327933656785018,0.7676298785983874,2.0316232164746784,0.6792945838081278,0,0,1,0,1,0,0
3,1,-0.41203677443229225,-0.47454519624983954,3.250236854392083,-0.23392689239768297,1.299429290952638,0,0,0,0,0,1,0
3,0,2.4314074284554814,-0.47454519624983954,-0.4736736092984604,-0.8700147664881139,-0.5609748304808925,1,0,1,0,1,0,0
2,0,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,-0.661784506956406,-0.5609748304808925,1,0,1,0,1,0,0
3,0,1.0481102486722402,-0.47454519624983954,-0.4736736092984604,-0.7814711077429595,-0.5609748304808925,1,0,1,0,1,0,0
2,1,0.35646165878061953,-0.47454519624983954,-0.4736736092984604,-0.661784506956406,-0.5609748304808925,1,0,1,0,0,1,0
3,1,2.585107115098064,-0.47454519624983954,-0.4736736092984604,-0.7063616592901734,-0.5609748304808925,1,0,1,0,0,1,0
1,1,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,2.0316232164746784,-0.5609748304808925,1,0,0,1,0,0,0
